Country,Year,COW,CIRI,SPEECHLCK,ASSOCIATIONLCK,ASSEMBLYLCK,PRESSLCK,RELIGIONLCK,STRIKELCK,HABEASLCK,PUBLICTRIALLCK,FAIRTRIALLCK,TORTURELCK
Romania,1981,360,527,1,1,1,1,1,0,0,0,0,0
Russia,1981,365,530,0,0,0,0,1,0,0,1,0,0
Rwanda,1981,517,533,1,1,1,0,1,1,0,1,0,0
St. Lucia,1981,59,539,1,1,1,0,1,0,1,1,1,1
St. Vincent & Grenadines,1981,57,542,1,1,1,0,1,0,1,1,1,1
Samoa,1981,990,545,1,1,1,0,1,0,1,1,2,2
Sao Tome & Principe,1981,403,551,1,1,1,1,1,1,1,1,0,1
Saudi Arabia,1981,670,554,0,0,0,0,0,0,0,0,0,0
Senegal,1981,433,557,1,1,0,0,1,1,0,0,0,0
Seychelles,1981,591,566,0,0,0,0,0,0,0,0,0,0
Sierra Leone,1981,451,569,1,1,1,0,1,0,1,1,1,1
Singapore,1981,830,572,1,1,1,0,1,0,0,0,0,0
Solomon Islands,1981,940,581,1,1,1,0,1,0,1,1,1,1
Somalia,1981,520,584,1,0,1,1,1,0,1,0,0,2
South Africa,1981,560,587,.,.,.,.,.,.,.,.,.,.
Spain,1981,230,593,1,1,1,0,1,1,1,1,0,1
Sri Lanka,1981,780,596,1,1,1,1,1,0,1,1,0,0
Sudan,1981,625,599,1,1,1,1,1,0,1,1,1,1
Suriname,1981,115,602,0,0,0,0,0,0,0,0,0,0
Swaziland,1981,572,605,0,0,0,0,0,0,0,0,0,0
Sweden,1981,380,608,1,1,1,0,2,1,2,2,0,2
Switzerland,1981,225,611,0,1,0,2,1,0,0,0,0,0
Syria,1981,652,614,1,0,0,1,1,0,0,0,0,0
Tanzania,1981,510,623,.,.,.,.,.,.,.,.,.,.
Thailand,1981,800,626,.,.,.,.,.,.,.,.,.,.
Togo,1981,461,629,0,0,0,0,0,0,0,0,0,0
Trinidad,1981,52,635,1,1,1,1,1,0,1,1,1,0
Tunisia,1981,616,638,1,1,1,1,0,0,0,0,0,0
Turkey,1981,640,641,1,1,1,1,0,1,1,1,0,2
Uganda,1981,500,650,1,1,1,0,1,0,1,1,1,1
UAE,1981,696,656,1,0,1,0,0,0,0,0,1,1
United Kingdom,1981,200,659,.,.,.,.,.,.,.,.,.,.
United States,1981,2,662,2,0,1,2,2,0,1,2,2,0
Uruguay,1981,165,665,0,0,0,0,0,0,0,0,0,0
Vanuatu,1981,935,671,1,1,1,0,0,0,0,0,1,0
Venezuela,1981,101,674,1,1,1,0,1,1,1,0,0,0
Vietnam,1981,816,677,0,0,0,0,0,0,0,0,0,1
Yemen,1981,679,683,0,0,0,0,0,0,0,0,0,0
Yugoslavia,1981,345,689,1,1,1,1,1,0,1,1,0,0
Zambia,1981,551,695,1,1,1,0,1,0,1,1,2,2
Zimbabwe,1981,552,698,1,1,1,0,1,0,2,1,2,2
"Germany, East",1981,265,.,1,1,1,0,0,0,1,0,0,0
Afghanistan,1982,700,101,1,1,1,0,1,0,0,0,0,2
Albania,1982,339,104,0,0,0,0,0,0,0,1,0,0
Algeria,1982,615,107,.,.,.,.,.,.,.,.,.,.
Angola,1982,540,113,2,2,2,0,1,0,0,0,0,0
Argentina,1982,160,119,0,1,0,1,1,2,0,0,0,2
Australia,1982,900,125,0,0,0,0,0,0,0,0,0,0
Austria,1982,305,128,.,.,.,.,.,.,.,.,.,.
Bahamas,1982,31,134,1,1,1,0,1,0,2,1,2,2
Bahrain,1982,692,137,1,1,1,1,0,0,0,0,0,2
Bangladesh,1982,771,140,1,1,1,1,1,0,1,1,1,0
Barbados,1982,53,143,1,1,1,0,1,0,1,1,2,2
Belgium,1982,211,149,1,2,1,2,1,0,0,1,0,0
Belize,1982,80,152,1,1,1,0,1,0,2,0,2,2
Benin,1982,434,155,0,0,0,0,0,0,0,0,0,0
Bhutan,1982,760,158,0,0,0,0,0,0,0,0,0,0
Bolivia,1982,145,161,1,1,1,0,0,0,2,2,0,2
Botswana,1982,571,167,1,1,1,0,1,0,2,0,2,2
Brazil,1982,140,170,.,.,.,.,.,.,.,.,.,.
Bulgaria,1982,355,176,1,1,1,1,1,0,0,1,0,0
Burkina Faso,1982,439,179,0,0,0,0,0,0,0,0,0,0
Myanmar,1982,775,182,1,1,1,1,1,0,2,0,0,0
Burundi,1982,516,185,1,1,1,0,1,0,0,1,0,0
Cambodia,1982,811,188,0,0,0,0,0,0,0,0,0,0
Cameroon,1982,471,191,1,1,1,1,2,0,0,0,2,0
Canada,1982,20,194,1,1,1,1,1,0,2,2,2,0
Cape Verde Islands,1982,402,197,1,1,1,0,1,0,0,0,0,1
Central African Republic,1982,482,200,1,1,1,1,1,0,0,0,0,1
Chad,1982,483,203,0,0,0,0,0,0,0,0,0,0
Chile,1982,155,206,1,1,1,1,1,0,2,0,0,2
China,1982,710,209,1,1,1,1,1,0,0,1,0,0
Colombia,1982,100,212,0,0,1,0,0,1,2,0,0,0
Comoros,1982,581,215,1,1,1,1,0,1,0,1,0,2
Congo Kinshasa,1982,490,218,1,1,0,0,1,1,0,1,0,1
Congo Brazzaville,1982,484,221,0,0,0,0,0,0,0,0,0,0
Costa Rica,1982,94,224,1,1,1,0,1,1,2,0,0,0
Cote d'Ivoire,1982,437,227,0,0,0,0,0,0,0,0,0,0
Cuba,1982,40,233,1,1,0,1,0,0,0,0,0,0
Cyprus,1982,352,236,1,1,1,1,1,1,2,1,2,2
Czechoslovakia,1982,315,242,0,0,0,0,0,0,0,0,0,0
Denmark,1982,390,245,1,1,1,1,0,0,1,2,0,0
Djibouti,1982,522,248,0,0,0,0,0,0,0,0,0,0
Dominica,1982,56,251,1,1,1,0,1,0,2,0,0,2
Dominican Republic,1982,42,254,1,1,0,1,1,1,1,1,1,1
Ecuador,1982,130,260,.,.,.,.,.,.,.,.,.,.
Egypt,1982,651,263,2,1,1,0,2,0,0,1,0,2
El Salvador,1982,92,266,1,1,1,0,1,1,2,0,0,0
Equatorial Guinea,1982,411,269,1,1,1,0,1,0,1,1,0,1
Ethiopia,1982,530,278,0,0,0,0,0,0,0,0,0,0
Fiji,1982,950,281,1,1,1,0,1,0,1,1,1,1
Finland,1982,375,284,1,1,1,1,2,0,0,0,0,0
France,1982,220,287,0,0,0,0,0,0,0,0,0,0
Gabon,1982,481,290,0,1,0,0,1,0,0,0,0,0
Gambia,1982,420,293,1,1,1,0,1,0,1,1,1,1
Germany,1982,255,299,1,1,1,1,2,0,2,0,0,0
Ghana,1982,452,302,0,0,0,0,0,0,0,0,0,0
Greece,1982,350,305,1,1,1,0,1,1,2,1,0,2
Grenada,1982,55,308,0,0,0,0,0,0,0,0,0,0
Guatemala,1982,90,311,0,0,0,0,0,0,0,0,0,0
Guinea,1982,438,314,1,1,0,1,0,0,0,0,0,0
Guinea-Bissau,1982,404,317,1,1,1,1,1,0,0,0,0,0
Guyana,1982,110,320,1,1,1,0,1,0,2,1,1,2
Haiti,1982,41,323,1,1,0,0,1,0,2,1,0,2
Honduras,1982,91,326,2,1,2,2,1,0,2,0,0,2
Hungary,1982,310,329,0,0,0,0,0,0,0,0,0,0
Iceland,1982,395,332,1,1,1,1,1,0,2,0,0,0
India,1982,750,335,1,1,1,0,1,0,0,0,0,0
Indonesia,1982,850,338,1,0,1,1,1,0,0,0,0,0
Iran,1982,630,341,0,0,0,0,0,0,1,1,0,1
Iraq,1982,645,344,0,0,0,0,1,0,0,0,0,2
Ireland,1982,205,347,1,0,1,0,1,0,2,1,0,0
Israel,1982,666,350,0,0,0,0,0,0,0,0,0,0
Italy,1982,325,353,1,1,1,1,1,1,0,0,0,0
Jamaica,1982,51,356,1,1,1,0,1,0,1,1,1,1
Japan,1982,740,359,1,1,1,1,1,0,1,1,1,2
Jordan,1982,663,362,0,0,0,0,0,0,0,1,0,0
Kenya,1982,501,368,1,1,1,0,1,0,1,1,1,1
"Korea, North",1982,731,374,.,.,.,.,.,.,.,.,.,.
"Korea, South",1982,732,377,1,0,0,1,1,0,1,1,0,1
Kuwait,1982,690,380,1,1,1,1,0,0,0,1,0,1
Laos,1982,812,386,0,0,0,0,0,0,0,0,0,0
Lebanon,1982,660,392,0,0,0,0,1,0,0,0,0,0
Lesotho,1982,570,395,0,0,0,0,0,0,0,0,0,0
Liberia,1982,450,398,0,0,0,0,0,0,0,0,0,0
Libya,1982,620,401,0,0,0,0,0,0,0,0,0,0
Luxembourg,1982,212,410,1,0,1,1,1,0,0,1,0,0
Madagascar,1982,580,416,0,0,0,0,0,0,0,0,0,0
Malawi,1982,553,419,0,0,0,0,0,0,0,0,0,0
Malaysia,1982,820,422,0,0,0,0,0,0,0,0,0,0
Maldives,1982,781,425,0,0,0,0,0,0,0,0,0,0
Mali,1982,432,428,0,0,0,0,0,0,0,0,0,0
Malta,1982,338,431,1,1,1,0,1,0,1,1,1,0
Mauritania,1982,435,437,0,0,0,0,0,0,0,0,0,0
Mauritius,1982,590,440,1,1,1,0,1,0,1,1,1,1
Mexico,1982,70,443,1,1,1,1,1,0,1,2,0,2
Mongolia,1982,712,455,1,1,1,1,0,0,0,1,0,0
Morocco,1982,600,461,1,1,1,0,2,1,0,0,0,0
Mozambique,1982,541,464,0,0,0,0,0,0,0,0,0,0
Nepal,1982,790,473,1,1,1,0,1,0,1,0,0,0
Netherlands,1982,210,476,.,.,.,.,.,.,.,.,.,.
New Zealand,1982,920,479,0,0,0,0,0,0,0,0,0,0
Nicaragua,1982,93,482,0,0,0,0,0,0,0,0,0,0
Niger,1982,436,485,0,0,0,0,0,0,0,0,0,0
Nigeria,1982,475,488,1,1,1,0,1,0,1,1,1,2
Norway,1982,385,491,2,0,0,1,0,0,0,0,0,2
Oman,1982,698,494,0,0,0,0,0,0,0,0,0,0
Pakistan,1982,770,497,1,1,1,1,1,0,1,0,0,2
Panama,1982,95,503,1,1,1,0,1,1,2,2,0,0
Papua New Guinea,1982,910,506,1,1,1,1,1,0,0,0,1,1
Paraguay,1982,150,509,1,1,1,0,1,1,2,0,0,2
Peru,1982,135,512,1,1,1,1,1,1,1,1,0,1
Philippines,1982,840,515,.,.,.,.,.,.,.,.,.,.
Poland,1982,290,518,0,0,0,0,0,0,0,1,0,0
Portugal,1982,235,521,1,1,1,1,1,1,1,1,0,1
Qatar,1982,694,524,0,0,0,1,0,0,0,2,0,0
Romania,1982,360,527,1,1,1,1,1,0,0,0,0,0
Russia,1982,365,530,0,0,0,0,1,0,0,1,0,0
Rwanda,1982,517,533,1,1,1,0,1,1,0,1,0,0
St. Lucia,1982,59,539,1,1,1,0,1,0,1,1,1,1
St. Vincent & Grenadines,1982,57,542,1,1,1,0,1,0,1,1,1,1
Samoa,1982,990,545,1,1,1,0,1,0,1,1,2,2
Sao Tome & Principe,1982,403,551,1,1,1,1,1,1,1,1,0,1
Saudi Arabia,1982,670,554,0,0,0,0,0,0,0,0,0,0
Senegal,1982,433,557,1,1,0,0,1,1,0,0,0,0
Seychelles,1982,591,566,0,0,0,0,0,0,0,0,0,0
Sierra Leone,1982,451,569,1,1,1,0,1,0,1,1,1,1
Singapore,1982,830,572,1,1,1,0,1,0,0,0,0,0
Solomon Islands,1982,940,581,1,1,1,0,1,0,1,1,1,1
Somalia,1982,520,584,1,0,1,1,1,0,1,0,0,2
South Africa,1982,560,587,.,.,.,.,.,.,.,.,.,.
Spain,1982,230,593,1,1,1,0,1,1,1,1,0,1
Sri Lanka,1982,780,596,1,1,1,1,1,0,1,1,0,0
Sudan,1982,625,599,1,1,1,1,1,0,1,1,1,1
Suriname,1982,115,602,0,0,0,0,0,0,0,0,0,0
Swaziland,1982,572,605,0,0,0,0,0,0,0,0,0,0
Sweden,1982,380,608,1,1,1,0,2,1,2,2,0,2
Switzerland,1982,225,611,0,1,0,2,1,0,0,0,0,0
Syria,1982,652,614,1,0,0,1,1,0,0,0,0,0
Tanzania,1982,510,623,.,.,.,.,.,.,.,.,.,.
Thailand,1982,800,626,.,.,.,.,.,.,.,.,.,.
Togo,1982,461,629,0,0,0,0,0,0,0,0,0,0
Trinidad,1982,52,635,1,1,1,1,1,0,1,1,1,0
Tunisia,1982,616,638,1,1,1,1,0,0,0,0,0,0
Turkey,1982,640,641,1,1,1,1,0,1,1,1,0,2
Uganda,1982,500,650,1,1,1,0,1,0,1,1,1,1
UAE,1982,696,656,1,0,1,0,0,0,0,0,1,1
United Kingdom,1982,200,659,.,.,.,.,.,.,.,.,.,.
United States,1982,2,662,2,0,1,2,2,0,1,2,2,0
Uruguay,1982,165,665,0,0,0,0,0,0,0,0,0,0
Vanuatu,1982,935,671,1,1,1,0,0,0,0,0,1,0
Venezuela,1982,101,674,1,1,1,0,1,1,1,0,0,0
Vietnam,1982,816,677,0,0,0,0,0,0,0,0,0,1
Yemen,1982,679,683,0,0,0,0,0,0,0,0,0,0
Yugoslavia,1982,345,689,1,1,1,1,1,0,1,1,0,0
Zambia,1982,551,695,1,1,1,0,1,0,1,1,2,2
Zimbabwe,1982,552,698,1,1,1,0,1,0,2,1,2,2
"Germany, East",1982,265,.,1,1,1,0,0,0,1,0,0,0
Afghanistan,1983,700,101,1,1,1,0,1,0,0,0,0,2
Albania,1983,339,104,0,0,0,0,0,0,0,1,0,0
Algeria,1983,615,107,.,.,.,.,.,.,.,.,.,.
Angola,1983,540,113,2,2,2,0,1,0,0,0,0,0
Argentina,1983,160,119,0,1,0,1,1,2,0,0,0,2
Australia,1983,900,125,0,0,0,0,0,0,0,0,0,0
Austria,1983,305,128,.,.,.,.,.,.,.,.,.,.
Bahamas,1983,31,134,1,1,1,0,1,0,2,1,2,2
Bahrain,1983,692,137,1,1,1,1,0,0,0,0,0,2
Bangladesh,1983,771,140,1,1,1,1,1,0,1,1,1,0
Barbados,1983,53,143,1,1,1,0,1,0,1,1,2,2
Belgium,1983,211,149,1,2,1,2,1,0,0,1,0,0
Belize,1983,80,152,1,1,1,0,1,0,2,0,2,2
Benin,1983,434,155,0,0,0,0,0,0,0,0,0,0
Bhutan,1983,760,158,0,0,0,0,0,0,0,0,0,0
Bolivia,1983,145,161,1,1,1,0,0,0,2,2,0,2
Botswana,1983,571,167,1,1,1,0,1,0,2,0,2,2
Brazil,1983,140,170,.,.,.,.,.,.,.,.,.,.
Bulgaria,1983,355,176,1,1,1,1,1,0,0,1,0,0
Burkina Faso,1983,439,179,0,0,0,0,0,0,0,0,0,0
Myanmar,1983,775,182,1,1,1,1,1,0,2,0,0,0
Burundi,1983,516,185,1,1,1,0,1,0,0,1,0,0
Cambodia,1983,811,188,0,0,0,0,0,0,0,0,0,0
Cameroon,1983,471,191,1,1,1,1,2,0,0,0,2,0
Canada,1983,20,194,1,1,1,1,1,0,2,2,2,0
Cape Verde Islands,1983,402,197,1,1,1,0,1,0,0,0,0,1
Central African Republic,1983,482,200,1,1,1,1,1,0,0,0,0,1
Chad,1983,483,203,0,0,0,0,0,0,0,0,0,0
Chile,1983,155,206,1,1,1,1,1,0,2,0,0,2
China,1983,710,209,1,1,1,1,1,0,0,1,0,0
Colombia,1983,100,212,0,0,1,0,0,1,2,0,0,0
Comoros,1983,581,215,1,1,1,1,0,1,0,1,0,2
Congo Kinshasa,1983,490,218,1,1,0,0,1,1,0,1,0,1
Congo Brazzaville,1983,484,221,0,0,0,0,0,0,0,0,0,0
Costa Rica,1983,94,224,1,1,1,0,1,1,2,0,0,0
Cote d'Ivoire,1983,437,227,0,0,0,0,0,0,0,0,0,0
Cuba,1983,40,233,1,1,0,1,0,0,0,0,0,0
Cyprus,1983,352,236,1,1,1,1,1,1,2,1,2,2
Czechoslovakia,1983,315,242,0,0,0,0,0,0,0,0,0,0
Denmark,1983,390,245,1,1,1,1,0,0,1,2,0,0
Djibouti,1983,522,248,0,0,0,0,0,0,0,0,0,0
Dominica,1983,56,251,1,1,1,0,1,0,2,0,0,2
Dominican Republic,1983,42,254,1,1,0,1,1,1,1,1,1,1
Ecuador,1983,130,260,.,.,.,.,.,.,.,.,.,.
Egypt,1983,651,263,2,1,1,0,2,0,0,1,0,2
El Salvador,1983,92,266,1,1,1,0,1,1,2,0,0,0
Equatorial Guinea,1983,411,269,1,1,1,0,1,0,1,1,0,1
Ethiopia,1983,530,278,0,0,0,0,0,0,0,0,0,0
Fiji,1983,950,281,1,1,1,0,1,0,1,1,1,1
Finland,1983,375,284,1,1,1,1,2,0,0,0,0,0
France,1983,220,287,0,0,0,0,0,0,0,0,0,0
Gabon,1983,481,290,0,1,0,0,1,0,0,0,0,0
Gambia,1983,420,293,1,1,1,0,1,0,1,1,1,1
Germany,1983,255,299,1,1,1,1,2,0,2,0,0,0
Ghana,1983,452,302,0,0,0,0,0,0,0,0,0,0
Greece,1983,350,305,1,1,1,0,1,1,2,1,0,2
Grenada,1983,55,308,0,0,0,0,0,0,0,0,0,0
Guatemala,1983,90,311,0,0,0,0,0,0,0,0,0,0
Guinea,1983,438,314,1,1,0,1,0,0,0,0,0,0
Guinea-Bissau,1983,404,317,1,1,1,1,1,0,0,0,0,0
Guyana,1983,110,320,1,1,1,0,1,0,2,1,1,2
Haiti,1983,41,323,1,1,1,0,1,0,1,1,0,0
Honduras,1983,91,326,1,1,1,1,1,1,2,0,0,2
Hungary,1983,310,329,0,0,0,0,0,0,0,0,0,0
Iceland,1983,395,332,1,1,1,1,1,0,2,0,0,0
India,1983,750,335,1,1,1,0,1,0,0,0,0,0
Indonesia,1983,850,338,1,0,1,1,1,0,0,0,0,0
Iran,1983,630,341,0,0,0,0,0,0,1,1,0,1
Iraq,1983,645,344,0,0,0,0,1,0,0,0,0,2
Ireland,1983,205,347,1,0,1,0,1,0,2,1,0,0
Israel,1983,666,350,0,0,0,0,0,0,0,0,0,0
Italy,1983,325,353,1,1,1,1,1,1,0,0,0,0
Jamaica,1983,51,356,1,1,1,0,1,0,1,1,1,1
Japan,1983,740,359,1,1,1,1,1,0,1,1,1,2
Jordan,1983,663,362,0,0,0,0,0,0,0,1,0,0
Kenya,1983,501,368,1,1,1,0,1,0,1,1,1,1
"Korea, North",1983,731,374,.,.,.,.,.,.,.,.,.,.
"Korea, South",1983,732,377,1,0,0,1,1,0,1,1,0,1
Kuwait,1983,690,380,1,1,1,1,0,0,0,1,0,1
Laos,1983,812,386,0,0,0,0,0,0,0,0,0,0
Lebanon,1983,660,392,0,0,0,0,1,0,0,0,0,0
Lesotho,1983,570,395,0,0,0,0,0,0,0,0,0,0
Liberia,1983,450,398,0,0,0,0,0,0,0,0,0,0
Libya,1983,620,401,0,0,0,0,0,0,0,0,0,0
Luxembourg,1983,212,410,1,0,1,1,1,0,0,1,0,0
Madagascar,1983,580,416,0,0,0,0,0,0,0,0,0,0
Malawi,1983,553,419,0,0,0,0,0,0,0,0,0,0
Malaysia,1983,820,422,0,0,0,0,0,0,0,0,0,0
Maldives,1983,781,425,0,0,0,0,0,0,0,0,0,0
Mali,1983,432,428,0,0,0,0,0,0,0,0,0,0
Malta,1983,338,431,1,1,1,0,1,0,1,1,1,0
Mauritania,1983,435,437,0,0,0,0,0,0,0,0,0,0
Mauritius,1983,590,440,1,1,1,0,1,0,1,1,1,1
Mexico,1983,70,443,1,1,1,1,1,0,1,2,0,2
Mongolia,1983,712,455,1,1,1,1,0,0,0,1,0,0
Morocco,1983,600,461,1,1,1,0,2,1,0,0,0,0
Mozambique,1983,541,464,0,0,0,0,0,0,0,0,0,0
Nepal,1983,790,473,1,1,1,0,1,0,1,0,0,0
Netherlands,1983,210,476,0,1,1,1,1,0,0,1,0,0
New Zealand,1983,920,479,0,0,0,0,0,0,0,0,0,0
Nicaragua,1983,93,482,0,0,0,0,0,0,0,0,0,0
Niger,1983,436,485,0,0,0,0,0,0,0,0,0,0
Nigeria,1983,475,488,1,1,1,0,1,0,1,1,1,2
Norway,1983,385,491,2,0,0,1,0,0,0,0,0,2
Oman,1983,698,494,0,0,0,0,0,0,0,0,0,0
Pakistan,1983,770,497,1,1,1,1,1,0,1,0,0,2
Panama,1983,95,503,1,1,1,0,1,1,2,2,0,0
Papua New Guinea,1983,910,506,1,1,1,1,1,0,0,0,1,1
Paraguay,1983,150,509,1,1,1,0,1,1,2,0,0,2
Peru,1983,135,512,1,1,1,1,1,1,1,1,0,1
Philippines,1983,840,515,.,.,.,.,.,.,.,.,.,.
Poland,1983,290,518,0,0,0,0,0,0,0,1,0,0
Portugal,1983,235,521,1,1,1,1,1,1,1,1,0,1
Qatar,1983,694,524,0,0,0,1,0,0,0,2,0,0
Romania,1983,360,527,1,1,1,1,1,0,0,0,0,0
Russia,1983,365,530,0,0,0,0,1,0,0,1,0,0
Rwanda,1983,517,533,1,1,1,0,1,1,0,1,0,0
St. Lucia,1983,59,539,1,1,1,0,1,0,1,1,1,1
St. Vincent & Grenadines,1983,57,542,1,1,1,0,1,0,1,1,1,1
Samoa,1983,990,545,1,1,1,0,1,0,1,1,2,2
Sao Tome & Principe,1983,403,551,1,1,1,1,1,1,1,1,0,1
Saudi Arabia,1983,670,554,0,0,0,0,0,0,0,0,0,0
Senegal,1983,433,557,1,1,0,0,1,1,0,0,0,0
Seychelles,1983,591,566,0,0,0,0,0,0,0,0,0,0
Sierra Leone,1983,451,569,1,1,1,0,1,0,1,1,1,1
Singapore,1983,830,572,1,1,1,0,1,0,0,0,0,0
Solomon Islands,1983,940,581,1,1,1,0,1,0,1,1,1,1
Somalia,1983,520,584,1,0,1,1,1,0,1,0,0,2
South Africa,1983,560,587,0,0,0,0,0,0,0,0,0,0
Spain,1983,230,593,1,1,1,0,1,1,1,1,0,1
Sri Lanka,1983,780,596,1,1,1,1,1,0,1,1,0,0
Sudan,1983,625,599,1,1,1,1,1,0,1,1,1,1
Suriname,1983,115,602,0,0,0,0,0,0,0,0,0,0
Swaziland,1983,572,605,0,0,0,0,0,0,0,0,0,0
Sweden,1983,380,608,1,1,1,0,2,1,2,2,0,2
Switzerland,1983,225,611,0,1,0,2,1,0,0,0,0,0
Syria,1983,652,614,1,0,0,1,1,0,0,0,0,0
Tanzania,1983,510,623,.,.,.,.,.,.,.,.,.,.
Thailand,1983,800,626,.,.,.,.,.,.,.,.,.,.
Togo,1983,461,629,0,0,0,0,0,0,0,0,0,0
Trinidad,1983,52,635,1,1,1,1,1,0,1,1,1,0
Tunisia,1983,616,638,1,1,1,1,0,0,0,0,0,0
Turkey,1983,640,641,1,1,1,1,1,1,1,1,0,1
Uganda,1983,500,650,1,1,1,0,1,0,1,1,1,1
UAE,1983,696,656,1,0,1,0,0,0,0,0,1,1
United Kingdom,1983,200,659,.,.,.,.,.,.,.,.,.,.
United States,1983,2,662,2,0,1,2,2,0,1,2,2,0
Uruguay,1983,165,665,0,0,0,0,0,0,0,0,0,0
Vanuatu,1983,935,671,1,1,1,0,0,0,0,0,1,0
Venezuela,1983,101,674,1,1,1,0,1,1,1,0,0,0
Vietnam,1983,816,677,0,0,0,0,0,0,0,0,0,1
Yemen,1983,679,683,0,0,0,0,0,0,0,0,0,0
Yugoslavia,1983,345,689,1,1,1,1,1,0,1,1,0,0
Zambia,1983,551,695,1,1,1,0,1,0,1,1,2,2
Zimbabwe,1983,552,698,1,1,1,0,1,0,2,1,2,2
"Germany, East",1983,265,.,1,1,1,0,0,0,1,0,0,0
Afghanistan,1984,700,101,1,1,1,0,1,0,0,0,0,2
Albania,1984,339,104,0,0,0,0,0,0,0,1,0,0
Algeria,1984,615,107,.,.,.,.,.,.,.,.,.,.
Angola,1984,540,113,2,2,2,0,1,0,0,0,0,0
Argentina,1984,160,119,0,1,0,1,1,2,0,0,0,2
Australia,1984,900,125,0,0,0,0,0,0,0,0,0,0
Austria,1984,305,128,.,.,.,.,.,.,.,.,.,.
Bahamas,1984,31,134,1,1,1,0,1,0,2,1,2,2
Bahrain,1984,692,137,1,1,1,1,0,0,0,0,0,2
Bangladesh,1984,771,140,1,1,1,1,1,0,1,1,1,0
Barbados,1984,53,143,1,1,1,0,1,0,1,1,2,2
Belgium,1984,211,149,1,2,1,2,1,0,0,1,0,0
Belize,1984,80,152,1,1,1,0,1,0,2,0,2,2
Benin,1984,434,155,0,0,0,0,0,0,0,0,0,0
Bhutan,1984,760,158,0,0,0,0,0,0,0,0,0,0
Bolivia,1984,145,161,1,1,1,0,0,0,2,2,0,2
Botswana,1984,571,167,1,1,1,0,1,0,2,0,2,2
Brazil,1984,140,170,.,.,.,.,.,.,.,.,.,.
Brunei,1984,835,173,0,0,0,0,0,0,0,0,0,0
Bulgaria,1984,355,176,1,1,1,1,1,0,0,1,0,0
Burkina Faso,1984,439,179,0,0,0,0,0,0,0,0,0,0
Myanmar,1984,775,182,1,1,1,1,1,0,2,0,0,0
Burundi,1984,516,185,1,1,1,0,1,0,0,1,0,0
Cambodia,1984,811,188,0,0,0,0,0,0,0,0,0,0
Cameroon,1984,471,191,1,1,1,1,2,0,0,0,2,0
Canada,1984,20,194,1,1,1,1,1,0,2,2,2,0
Cape Verde Islands,1984,402,197,1,1,1,0,1,0,0,0,0,1
Central African Republic,1984,482,200,1,1,1,1,1,0,0,0,0,1
Chad,1984,483,203,0,0,0,0,0,0,0,0,0,0
Chile,1984,155,206,1,1,1,1,1,0,2,0,0,2
China,1984,710,209,1,1,1,1,1,0,0,1,0,0
Colombia,1984,100,212,0,0,1,0,0,1,2,0,0,0
Comoros,1984,581,215,1,1,1,1,0,1,0,1,0,2
Congo Kinshasa,1984,490,218,1,1,0,0,1,1,0,1,0,1
Congo Brazzaville,1984,484,221,0,0,0,0,0,0,0,0,0,0
Costa Rica,1984,94,224,1,1,1,0,1,1,2,0,0,0
Cote d'Ivoire,1984,437,227,0,0,0,0,0,0,0,0,0,0
Cuba,1984,40,233,1,1,0,1,0,0,0,0,0,0
Cyprus,1984,352,236,1,1,1,1,1,1,2,1,2,2
Czechoslovakia,1984,315,242,0,0,0,0,0,0,0,0,0,0
Denmark,1984,390,245,1,1,1,1,0,0,1,2,0,0
Djibouti,1984,522,248,0,0,0,0,0,0,0,0,0,0
Dominica,1984,56,251,1,1,1,0,1,0,2,0,0,2
Dominican Republic,1984,42,254,1,1,0,1,1,1,1,1,1,1
Ecuador,1984,130,260,.,.,.,.,.,.,.,.,.,.
Egypt,1984,651,263,2,1,1,0,2,0,0,1,0,2
El Salvador,1984,92,266,1,0,1,0,1,0,2,1,0,0
Equatorial Guinea,1984,411,269,1,1,1,0,1,0,1,1,0,1
Ethiopia,1984,530,278,0,0,0,0,0,0,0,0,0,0
Fiji,1984,950,281,1,1,1,0,1,0,1,1,1,1
Finland,1984,375,284,1,1,1,1,2,0,0,0,0,0
France,1984,220,287,0,0,0,0,0,0,0,0,0,0
Gabon,1984,481,290,0,1,0,0,1,0,0,0,0,0
Gambia,1984,420,293,1,1,1,0,1,0,1,1,1,1
Germany,1984,255,299,1,1,1,1,2,0,2,0,0,0
Ghana,1984,452,302,0,0,0,0,0,0,0,0,0,0
Greece,1984,350,305,1,1,1,0,1,1,2,1,0,2
Grenada,1984,55,308,1,1,1,0,1,0,2,2,2,2
Guatemala,1984,90,311,0,0,0,0,0,0,0,0,0,0
Guinea,1984,438,314,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,1984,404,317,0,0,0,0,0,0,0,0,0,1
Guyana,1984,110,320,1,1,1,0,1,0,2,1,1,2
Haiti,1984,41,323,1,1,1,0,1,0,1,1,0,0
Honduras,1984,91,326,1,1,1,1,1,1,2,0,0,2
Hungary,1984,310,329,0,0,0,0,0,0,0,0,0,0
Iceland,1984,395,332,1,1,1,1,1,0,2,0,0,0
India,1984,750,335,1,1,1,0,1,0,0,0,0,0
Indonesia,1984,850,338,1,0,1,1,1,0,0,0,0,0
Iran,1984,630,341,0,0,0,0,0,0,1,1,0,1
Iraq,1984,645,344,0,0,0,0,1,0,0,0,0,2
